_id|isPb|wpm|acc|rawWpm|consistency|charStats|mode|mode2|quoteLength|restartCount|testDuration|afkDuration|incompleteTestSeconds|punctuation|numbers|language|funbox|difficulty|lazyMode|blindMode|bailedOut|tags|timestamp
63d7900b59d4404eaffad036||116.72|95.45|120.72|77.1|146,4,0,1|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1675071499000
63d77df559d4404eafdf49cb||108|98.56|111.2|75.56|135,1,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675066869000
63d77de559d4404eafdf4940||105.6|94.41|114.4|78.04|132,6,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675066853000
63d77dc759d4404eafdf4853||119.2|98.04|119.2|78.46|149,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675066823000
63d77db559d4404eafdf47e1||106.4|95.74|106.4|71.51|133,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675066805000
63d77da559d4404eafdf476a||105.53|96.4|109.53|75.56|132,2,0,0|time|15|-1|1|15.01|0|6.51|false|false|english|none|normal|false|false|false||1675066789000
63d762cb59d4404eafb35041||99.2|90.41|112|75.55|124,5,2,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059915000
63d762ba59d4404eafb34fcc||113.6|96.05|121.6|79.03|142,2,2,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059898000
63d762aa59d4404eafb34f58||116|100|116|82.42|145,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059882000
63d7629a59d4404eafb34eda||106.4|96.38|106.4|68.2|133,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059866000
63d7628959d4404eafb34e74||109.6|95.92|109.6|74.68|137,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059849000
63d7612f59d4404eafb34528||115.92|95.48|119.12|82.81|145,2,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1675059503000
63d7611f59d4404eafb344a6||113.6|96.03|117.6|81.34|142,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059487000
63d7610f59d4404eafb3443f||122.4|100|122.4|84.31|153,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059471000
63d760d659d4404eafb342bb||128.8|98.18|132|83.74|161,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059414000
63d760c659d4404eafb34240||101.53|97.78|101.53|74.34|127,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1675059398000
63d760b559d4404eafb341cd||103.2|96.32|105.6|63.66|129,1,0,0|time|15|-1|2|15|0|2.14|false|false|english|none|normal|false|false|false||1675059381000
63d75fb159d4404eafadd3d9||120.8|98.72|120.8|76.5|151,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059121000
63d75fa159d4404eafadd372||116|98.03|121.6|79.03|145,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059105000
63d75f7a59d4404eafadd264||100|91.72|111.2|69.16|125,4,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059066000
63d75f6a59d4404eafadd1f0||108|97.12|108|73.72|135,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1675059050000
63d75f5959d4404eafadd187||99.93|94.7|99.93|70.31|125,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1675059033000
63d75f4359d4404eafadd0ee||96.8|97.58|96.8|58.25|121,0,0,0|time|15|-1|1|15|0|3.57|false|false|english|none|normal|false|false|false||1675059011000
63d75f1a59d4404eafadcfd3||106.33|89.35|135.11|86.46|133,9,3,2|time|15|-1|1|15.01|0|4.16|false|false|english|none|normal|false|false|false||1675058970000
63d75f0559d4404eafadcf2f||107.2|97.1|107.2|76.45|134,0,0,0|time|15|-1|2|15|0|1.46|false|false|english|none|normal|false|false|false||1675058949000
63d73e6b59d4404eaf7c4959||108.8|97.87|112.8|73.43|136,2,0,0|time|15|-1|1|15|0|12.31|false|false|english|none|normal|false|false|false||1675050603000
63d73e4d59d4404eaf7c4897||104|96.35|108.8|74.44|130,2,1,0|time|15|-1|1|15|0|7.91|false|false|english|none|normal|false|false|false||1675050573000
63d73e3459d4404eaf7c47fd||111.13|99.29|111.13|79.15|139,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1675050548000
63d6471ddcbecc08a7f9d145||84.74|82.31|112.72|73.87|106,8,7,2|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1674987293000
63d6470ddcbecc08a7f71dae||113.52|99.3|113.52|74.35|142,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1674987277000
63d5fae8dcbecc08a783d4f5||89.6|96.67|89.6|64.65|112,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674967784000
63d5fad8dcbecc08a783d487||97.53|94.62|97.53|62.17|122,0,0,0|time|15|-1|2|15.01|0|3.13|false|false|english|none|normal|false|false|false||1674967768000
63d52ddadcbecc08a743152c||110.4|95.95|116|79.44|138,4,0,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674915290000
63d52dcadcbecc08a7406255||113.52|97.93|113.52|71.82|142,0,0,0|time|15|-1|1|15.01|0|1.81|false|false|english|none|normal|false|false|false||1674915274000
63d4d73edcbecc08a7bcc2f7||112.72|97.97|118.32|83.93|141,2,0,0|time|15|-1|1|15.01|0|4.22|false|false|english|none|normal|false|false|false||1674893118000
63d4d728dcbecc08a7bcc262||87.94|92.5|87.94|59.71|110,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1674893096000
63d4d703dcbecc08a7bcc187||104|92.16|120|79.69|130,5,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674893059000
63d4d6f2dcbecc08a7bcc12f||98.33|93.42|103.13|71.66|123,0,1,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1674893042000
63d4d6e2dcbecc08a7bcc0db||120|99.34|120|83.54|150,0,0,0|time|15|-1|2|15|0|8.35|false|false|english|none|normal|false|false|false||1674893026000
63d4d58adcbecc08a7b754b2||113.6|95.97|118.4|83.37|142,3,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674892682000
63d4d579dcbecc08a7b7544d||116.8|97.42|122.4|76.12|146,0,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674892665000
63d4d569dcbecc08a7b753d9||109.6|96|109.6|79.67|137,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674892649000
63d4d544dcbecc08a7b752cc||86.4|89.55|102.4|69.02|108,6,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674892612000
63d4d534dcbecc08a7b75266||108|91.08|125.6|82.26|135,9,2,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674892596000
63d3795d44ac490bbacf997b||120|95.03|128.8|88.48|150,5,1,0|time|15|-1|1|15|0|5.93|false|false|english|none|normal|false|false|false||1674803549000
63d378fc44ac490bbacf96dd||120.8|98.71|124|82.1|151,0,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674803452000
63d378eb44ac490bbacf967c||96|87.26|124.8|76.37|120,10,3,2|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674803435000
63d378db44ac490bbacf960d||95.2|93.94|100.8|67.02|119,2,0,0|time|15|-1|1|15|0|10.91|false|false|english|none|normal|false|false|false||1674803419000
63d378a844ac490bbacf94bd||97.6|92.2|110.4|71.78|122,4,2,0|time|15|-1|1|15|0|5.53|false|false|english|none|normal|false|false|false||1674803368000
63d3780744ac490bbacf90c0||107.2|95.07|110.4|77.89|134,2,0,0|time|15|-1|1|15|0|2.31|false|false|english|none|normal|false|false|false||1674803207000
63d377ed44ac490bbacf9012||124.8|96.93|128.8|83.24|156,2,0,1|time|15|-1|1|15|0|14.86|false|false|english|none|normal|false|false|false||1674803181000
63d377cd44ac490bbacf8f3e||105.6|93.2|116.8|69.69|132,5,1,0|time|15|-1|3|15|0|24.43|false|false|english|none|normal|false|false|false||1674803149000
63d3779a44ac490bbacf8e16||100.73|94.24|106.33|78.98|126,1,0,1|time|15|-1|1|15.01|0|7.1|false|false|english|none|normal|false|false|false||1674803098000
63d3778144ac490bbacf8d7d||122.4|98.08|122.4|80.83|153,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674803073000
63d3777044ac490bbacf8d0f||115.2|98.63|115.2|75.27|144,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674803056000
63d3776044ac490bbacf8caa||107.2|93.96|117.6|76.62|134,1,4,1|time|15|-1|1|15|0|5.51|false|false|english|none|normal|false|false|false||1674803040000
63d3774944ac490bbacf8c15||112.8|93.75|128|88.82|141,4,2,1|time|15|-1|2|15|0|11.34|false|false|english|none|normal|false|false|false||1674803017000
63d376f644ac490bbacf89d3||91.2|86.09|117.6|73.48|114,11,1,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802934000
63d376e644ac490bbacf8971||116.8|94.58|132.8|83.03|146,4,2,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802918000
63d376d644ac490bbacf88fa||112|96.75|123.2|86.47|140,3,0,2|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802902000
63d376c544ac490bbacf888d||110.4|88.82|128.8|87.52|138,13,1,2|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802885000
63d376b544ac490bbacf8818||117.6|95|125.6|78.99|147,2,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802869000
63d376a544ac490bbacf87b0||114.4|93.21|129.6|84.8|143,8,0,1|time|15|-1|1|15|0|0.73|false|false|english|none|normal|false|false|false||1674802853000
63d3761544ac490bbaca2253||118.4|99.33|118.4|78.11|148,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802709000
63d3760544ac490bbaca21de||116|95.48|123.2|79.8|145,4,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802693000
63d375f444ac490bbaca217f||116.8|98.66|116.8|66.42|146,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802676000
63d375e444ac490bbaca2109||92.8|93.55|92.8|68.01|116,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802660000
63d375d544ac490bbaca2099||106.4|96.55|116|72.07|133,3,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802645000
63d375c144ac490bbaca2006||116|91.02|133.6|83.98|145,9,3,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802625000
63d375b044ac490bbaca1f9f||120|96.2|124|77.3|150,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802608000
63d375a044ac490bbaca1f3b||107.2|95.24|117.6|79.19|134,3,2,0|time|15|-1|1|15|0|11.36|false|false|english|none|normal|false|false|false||1674802592000
63d3757244ac490bbaca1e02||112|99.3|114.4|77.06|140,1,0,0|time|15|-1|2|15|0|16.12|false|false|english|none|normal|false|false|false||1674802546000
63d3754d44ac490bbaca1d1f||105.6|98.54|109.6|77.79|132,1,0,0|time|15|-1|2|15|0|14.04|false|false|english|none|normal|false|false|false||1674802509000
63d3752c44ac490bbaca1c24||120|95.27|135.2|83.64|150,4,1,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802476000
63d3750244ac490bbaca1b14||108.73|97.9|108.73|57.75|136,0,0,0|time|15|-1|4|15.01|0|2.09|false|false|english|none|normal|false|false|false||1674802434000
63d3737744ac490bbaca10b5||99.2|96.3|106.4|72.79|124,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674802039000
63d3736744ac490bbaca102b||108.8|97.14|108.8|77.64|136,0,0,0|time|15|-1|1|15|0|4.6|false|false|english|none|normal|false|false|false||1674802023000
63d270d844ac490bba32a1cd||112.57|99.3|112.57|77.22|141,0,0,0|time|15|-1|0|15.03|0|0|false|false|english|none|normal|false|false|false||1674735832000
63d270c844ac490bba32a13a||93.6|93.02|97.6|67.45|117,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674735816000
63d270b744ac490bba32a0aa||107.2|99.26|107.2|74.02|134,0,0,0|time|15|-1|2|15|0|9.07|false|false|english|none|normal|false|false|false||1674735799000
63d2709c44ac490bba329fd9||106.33|96.5|112.72|74.63|133,2,0,0|time|15|-1|1|15.01|0|2.68|false|false|english|none|normal|false|false|false||1674735772000
63d2708844ac490bba329f2f||104.8|97.84|104.8|62.33|131,0,0,0|time|15|-1|1|15|0|14.51|false|false|english|none|normal|false|false|false||1674735752000
63d2706844ac490bba329e2d||110.4|100|110.4|81.73|138,0,0,0|time|15|-1|1|15|0|4.32|false|false|english|none|normal|false|false|false||1674735720000
63d2705344ac490bba329d7c||104|97.01|104|75.66|130,0,0,0|time|15|-1|1|15|0|8.87|false|false|english|none|normal|false|false|false||1674735699000
63d2703844ac490bba329c96||91.2|89.86|109.6|72.73|114,9,1,0|time|15|-1|1|15|0|2.22|false|false|english|none|normal|false|false|false||1674735672000
63d2701444ac490bba329b84||100|93.71|111.2|74.06|125,2,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674735636000
63d2700444ac490bba329aff||116|100|116|82.42|145,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674735620000
63d26ff444ac490bba329a74||109.6|94.81|123.2|86.47|137,4,1,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674735604000
63d26fe344ac490bba3299f1||110.4|94.77|122.4|86.04|138,5,1,0|time|15|-1|1|15|0|0.46|false|false|english|none|normal|false|false|false||1674735587000
63d26fc744ac490bba329919||113.6|100|113.6|78.57|142,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674735559000
63d26fb744ac490bba32988c||97.6|93.48|110.4|78.92|122,5,1,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674735543000
63d26fa644ac490bba32980a||116|99.32|116|76.73|145,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674735526000
63d26f9644ac490bba329788||90.4|93.13|102.4|63.93|113,3,1,1|time|15|-1|1|15|0|7.16|false|false|english|none|normal|false|false|false||1674735510000
63d26f6244ac490bba3295e3||106.4|100|106.4|82.11|133,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674735458000
63d26f5244ac490bba329559||100|97.06|104.8|65.96|125,1,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674735442000
63d26f4244ac490bba3294d1||101.6|99.22|101.6|73.67|127,0,0,0|time|15|-1|1|15|0|0.32|false|false|english|none|normal|false|false|false||1674735426000
63d26e9b44ac490bba2d3017||92.8|94.31|94.4|75.53|116,2,0,0|time|15|-1|2|15|0|15.59|false|false|english|none|normal|false|false|false||1674735259000
63d26e7744ac490bba2d2f02||101.6|100|101.6|74.17|127,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674735223000
63d26e6744ac490bba2d2e87||97.53|96.12|97.53|61.62|122,0,0,0|time|15|-1|1|15.01|0|7.32|false|false|english|none|normal|false|false|false||1674735207000
63d2462c44ac490bbaf0e42b||124|100|124|86.01|155,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674724908000
63d2461b44ac490bbaf0e3b5||104|93.01|108|75.22|130,2,0,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674724891000
63d2460b44ac490bbaf0e330||96.8|96.18|101.6|76.18|121,1,0,1|time|15|-1|1|15|0|8.44|false|false|english|none|normal|false|false|false||1674724875000
63d245f044ac490bbaf0e25b||101.6|96.27|101.6|75.66|127,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674724848000
63d245de44ac490bbaf0e1ad||100.8|97.76|107.2|80.2|126,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674724830000
63d245c144ac490bbaf0e0af||108|97.83|108|69.47|135,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674724801000
63d245b044ac490bbaf0e029||103.2|98.48|103.2|75.73|129,0,0,0|time|15|-1|1|15|0|2.13|false|false|english|none|normal|false|false|false||1674724784000
63d2459c44ac490bbaf0df81||92|94.12|108.8|84.16|115,4,1,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674724764000
63d2456444ac490bbaf0ddc8||92|90.3|104|69.84|115,6,0,1|time|15|-1|1|15|0|4.62|false|false|english|none|normal|false|false|false||1674724708000
63d2454e44ac490bbaf0dd18||105.6|93.71|112.8|74.35|132,4,1,1|time|15|-1|2|15|0|5.58|false|false|english|none|normal|false|false|false||1674724686000
63d2452b44ac490bbaf0dc0d||104.8|97.14|112|80.18|131,2,0,1|time|15|-1|1|15|0|1.24|false|false|english|none|normal|false|false|false||1674724651000
63d2451844ac490bbaf0db83||117.6|99.34|121.6|82.4|147,1,0,0|time|15|-1|1|15|0|3.58|false|false|english|none|normal|false|false|false||1674724632000
63d2229944ac490bbaba2cb4||109.6|98.56|109.6|81.74|137,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674715801000
63d2228944ac490bbaba2c48||91.2|93.02|95.2|68.29|114,3,0,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674715785000
63d2227944ac490bbaba2bed||116|98|120|83.67|145,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674715769000
63d2225444ac490bbaba2ae8||109.6|100|109.6|84.07|137,0,0,0|time|15|-1|2|15|0|13.24|false|false|english|none|normal|false|false|false||1674715732000
63d2223244ac490bbaba2a05||102.4|97.81|109.6|86.82|128,0,1,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674715698000
63d2222244ac490bbaba298f||93.6|95.16|93.6|72.61|117,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674715682000
63d2221244ac490bbaba2921||110.4|97.89|113.6|76.58|138,2,0,1|time|15|-1|2|15|0|3.51|false|false|english|none|normal|false|false|false||1674715666000
63d220e544ac490bbab4c195||113.6|100|113.6|84.16|142,0,0,0|time|15|-1|1|15|0|8.49|false|false|english|none|normal|false|false|false||1674715365000
63d21f7344ac490bbab4b779||115.2|100|115.2|83.95|144,0,0,0|time|15|-1|1|15|0|4.68|false|false|english|none|normal|false|false|false||1674714995000
63d21aea44ac490bbaaf370e||107.13|97.81|107.13|81.3|134,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1674713834000
63d21ada44ac490bbaaf3691||96|88.89|114.4|80.68|120,8,3,1|time|15|-1|2|15|0|2.88|false|false|english|none|normal|false|false|false||1674713818000
63d21ac444ac490bbaaf35fc||114.4|97.35|120.8|90.78|143,2,0,2|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713796000
63d21ab444ac490bbaaf358c||108|97.83|108|90.12|135,0,0,0|time|15|-1|1|15|0|0.05|false|false|english|none|normal|false|false|false||1674713780000
63d21a8844ac490bbaaf3468||97.6|92.25|113.6|83.25|122,6,2,0|time|15|-1|2|15|0|21.88|false|false|english|none|normal|false|false|false||1674713735000
63d21a5f44ac490bbaac8410||105.6|97.06|108.8|76.02|132,3,0,1|time|15|-1|1|15|0|9.76|false|false|english|none|normal|false|false|false||1674713695000
63d21a2944ac490bbaa9d2e6||106.4|98.52|106.4|78.15|133,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713641000
63d21a1844ac490bbaa9d264||96.8|92.65|104.8|72.55|121,4,0,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713624000
63d21a0744ac490bbaa9d1dc||105.6|99.25|105.6|79.06|132,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713607000
63d219f744ac490bbaa9d16b||94.4|91.79|107.2|78.97|118,7,1,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713591000
63d219e744ac490bbaa9d0f9||106.4|98.54|108.8|68.31|133,0,0,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713575000
63d219d744ac490bbaa9d07d||100.8|97.01|104.8|69.29|126,1,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713559000
63d2186144ac490bbaa9c592||113.6|99.31|113.6|79.59|142,0,0,0|time|15|-1|1|15|0|12.44|false|false|english|none|normal|false|false|false||1674713185000
63d2182e44ac490bbaa9c410||96.8|96.24|104.8|76.39|121,0,1,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713134000
63d2181e44ac490bbaa9c39b||100|92.81|108|74.32|125,4,0,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713118000
63d2180d44ac490bbaa9c328||106.33|95|110.33|75.36|133,4,0,1|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1674713101000
63d217fd44ac490bbaa9c2b1||103.2|99.23|103.2|76.67|129,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713085000
63d217ec44ac490bbaa9c229||97.6|99.19|97.6|84.45|122,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713068000
63d217cb44ac490bbaa9c13b||99.2|92.75|110.4|81.73|124,5,2,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674713035000
63d217bb44ac490bbaa9c0a7||117.52|96.82|125.52|82.6|147,3,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1674713019000
63cf9812d4b356043f6716a1||120|98.06|124|84.73|150,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674549266000
63cf9802d4b356043f671615||99.2|86.5|128.8|84.65|124,13,2,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674549250000
63cf97f2d4b356043f6715a2||106.4|93.38|120.8|85.28|133,6,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674549234000
63cf97e1d4b356043f671526||96|92.48|101.6|71.81|120,3,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674549217000
63cf97d1d4b356043f6714a9||97.6|86.25|128|86.45|122,13,4,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674549201000
63cf97c1d4b356043f67142f||103.2|95.71|109.6|72.71|129,2,0,0|time|15|-1|1|15|0|5.79|false|false|english|none|normal|false|false|false||1674549185000
63cf97aad4b356043f671385||91.2|84.93|114.4|76.14|114,13,2,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674549162000
63cf9774d4b356043f6711fb||107.2|95.14|112|71.08|134,1,1,0|time|15|-1|1|15|0|8.96|false|false|english|none|normal|false|false|false||1674549108000
63cf975ad4b356043f671145||95.2|87.33|114.4|80.34|119,8,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674549082000
63cf9749d4b356043f6710dd||91.2|85.51|102.4|77.13|114,8,2,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674549065000
63cf9739d4b356043f671071||104|89.19|116.8|69.97|130,9,3,0|time|15|-1|2|15|0|9.7|false|false|english|none|normal|false|false|false||1674549049000
63cf9706d4b356043f64623a||125.6|96.93|125.6|79.32|157,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674548998000
63cf96f5d4b356043f61b45a||98.4|92.91|110.4|73.71|123,5,1,0|time|15|-1|1|15|0|5.11|false|false|english|none|normal|false|false|false||1674548981000
63cf96ded4b356043f61b3bd||98.4|89.17|125.6|89.04|123,8,3,1|time|15|-1|2|15|0|4.85|false|false|english|none|normal|false|false|false||1674548958000
63cf96c7d4b356043f61b30d||97.6|90.07|97.6|71.51|122,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674548935000
63cf96b7d4b356043f61b29a||101.6|96.24|101.6|67.09|127,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674548919000
63cf96a7d4b356043f61b22b||119.12|98.72|124.72|84.78|149,0,1,0|time|15|-1|1|15.01|0|0.37|false|false|english|none|normal|false|false|false||1674548903000
63cf9665d4b356043f61b03d||126.4|100|126.4|84.16|158,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674548837000
63cf9655d4b356043f61afc7||93.6|86|117.6|74.7|117,11,3,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674548821000
63cf9645d4b356043f61af5a||117.6|96.79|124.8|73.77|147,2,2,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674548805000
63cf9635d4b356043f61aeec||101.6|94.96|105.6|63.37|127,0,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674548789000
63cf9624d4b356043f61ae74||100|97.01|104.8|65.45|125,0,1,0|time|15|-1|1|15|0|2.01|false|false|english|none|normal|false|false|false||1674548772000
63cf95fbd4b356043f61ad64||102.4|90.91|111.2|68.92|128,6,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674548731000
63cf95ebd4b356043f61acf3||108.8|90.26|119.2|80.05|136,7,1,0|time|15|-1|1|15|0|6.7|false|false|english|none|normal|false|false|false||1674548715000
63cf95d3d4b356043f61ac59||93.6|88.28|108.8|75.04|117,7,2,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674548691000
63cf95c3d4b356043f61abef||99.2|92.2|108.8|70.22|124,3,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674548675000
63cf95b2d4b356043f61ab7f||93.6|88.11|112.8|76.12|117,10,1,1|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1674548658000
63cf95a2d4b356043f61ab15||107.2|95.77|109.6|70.66|134,1,0,0|time|15|-1|2|15|0|15.62|false|false|english|none|normal|false|false|false||1674548642000
63cf9580d4b356043f61aa23||100.8|94.29|105.6|63.59|126,0,1,0|time|15|-1|1|15|0|7.23|false|false|english|none|normal|false|false|false||1674548608000
63cf9566d4b356043f61a97f||113.6|97.93|113.6|68.7|142,0,0,0|time|15|-1|1|15|0|5.74|false|false|english|none|normal|false|false|false||1674548582000
63cf954dd4b356043f61a8c8||99.2|96.95|99.2|58.54|124,0,0,0|time|15|-1|1|15|0|4.06|false|false|english|none|normal|false|false|false||1674548557000
63cf9537d4b356043f61a81e||100.8|92.96|105.6|68.94|126,1,1,0|time|15|-1|1|15|0|11.01|false|false|english|none|normal|false|false|false||1674548535000
63cf951ad4b356043f61a752||97.6|89.86|112|70.89|122,4,2,0|time|15|-1|1|15|0|12.18|false|false|english|none|normal|false|false|false||1674548506000
63cf94fcd4b356043f61a66e||97.6|95.42|101.6|73.4|122,0,1,0|time|15|-1|2|15|0|14.62|false|false|english|none|normal|false|false|false||1674548476000
63cf94dad4b356043f61a593||103.13|94.41|113.52|74.06|129,4,1,1|time|15|-1|2|15.01|0|9.17|false|false|english|none|normal|false|false|false||1674548442000
63cf94bfd4b356043f61a4dd||115.2|93.71|121.6|76.18|144,2,0,0|time|15|-1|1|15|0|1.45|false|false|english|none|normal|false|false|false||1674548415000
