StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
076730,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076731,25000,1,10000,0.4,0.4,0.4,0.4,0.0,2023-02-01
076732,80000,2,31200,0.39,0.39,0.39,0.39,-0.01,2023-02-01
076734,1493000,40,482160,0.35,0.36,0.29,0.33,-0.03,2023-02-01
076736,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07673P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076740,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076746,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076747,20000,1,2200,0.11,0.11,0.11,0.11,0.0,2023-02-01
076748,52000,4,8830,0.16,0.17,0.16,0.17,0.0,2023-02-01
07674P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076754,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076756,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076757,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076758,100000,2,14900,0.14,0.15,0.14,0.15,0.03,2023-02-01
076759,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07675P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076760,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076761,120000,4,16800,0.14,0.14,0.14,0.14,-0.01,2023-02-01
076762,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076763,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076764,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076765,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076766,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076767,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076769,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07676P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076770,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076771,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076774,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076775,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076776,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076777,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076779,60000,1,600,0.01,0.01,0.01,0.01,0.0,2023-02-01
07677P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076780,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076781,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076782,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076784,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076786,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076787,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076789,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07678P,70000,1,38500,0.55,0.55,0.55,0.55,0.0,2023-02-01
076790,2000,1,1400,0.7,0.7,0.7,0.7,0.0,2023-02-01
076797,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076798,39000,2,9350,0.23,0.24,0.23,0.24,0.0,2023-02-01
07679P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076800,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076802,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076808,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076809,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07680P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07681P,10000,1,5800,0.58,0.58,0.58,0.58,0.0,2023-02-01
076829,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07682P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076832,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076833,10000,1,7200,0.72,0.72,0.72,0.72,0.02,2023-02-01
076835,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076837,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076839,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07683P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076840,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076845,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076848,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07684P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076850,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076857,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07685P,10000,1,2200,0.22,0.22,0.22,0.22,-0.01,2023-02-01
076863,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07686P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076870,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076874,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076878,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07687P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076883,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076891,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076898,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07689P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076900,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076902,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076905,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076906,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076908,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076909,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076922,100000,1,3000,0.03,0.03,0.03,0.03,0.0,2023-02-01
076923,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076924,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076925,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076926,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076927,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076928,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07692P,30000,1,300,0.01,0.01,0.01,0.01,0.0,2023-02-01
076931,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076932,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076934,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076936,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076939,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07693P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076940,7000,3,2830,0.41,0.42,0.4,0.42,0.03,2023-02-01
076941,629000,2,12580,0.02,0.02,0.02,0.02,0.0,2023-02-01
076943,33000,6,30250,0.91,0.92,0.91,0.91,0.02,2023-02-01
076947,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07694P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076953,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076954,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076958,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076959,5000,1,15500,3.1,3.1,3.1,3.1,0.0,2023-02-01
076960,342000,11,245780,0.5,0.8,0.5,0.8,0.31,2023-02-01
07696P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076970,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076972,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076977,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07697P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076980,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076983,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076986,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076992,156000,5,16320,0.1,0.12,0.1,0.12,0.01,2023-02-01
076997,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
076998,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077000,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077003,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077006,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077007,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077008,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077013,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077014,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077015,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077017,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077018,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077019,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077021,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077022,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077026,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077028,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077032,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077039,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07703P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077042,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077043,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077044,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077045,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077048,155000,3,167350,1.0,1.13,1.0,1.13,-0.04,2023-02-01
077049,10000,1,15500,1.55,1.55,1.55,1.55,0.05,2023-02-01
07704P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077050,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077052,10000,1,17000,1.7,1.7,1.7,1.7,0.09,2023-02-01
077054,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077055,379000,3,94250,0.25,0.25,0.24,0.24,-0.05,2023-02-01
077056,39000,2,12000,0.3,0.31,0.3,0.31,-0.03,2023-02-01
07705P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077063,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077064,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07706P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07708P,6000,1,1320,0.22,0.22,0.22,0.22,-0.15,2023-02-01
07710P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077110,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077119,1000,1,110,0.11,0.11,0.11,0.11,0.01,2023-02-01
077121,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077125,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077132,120000,1,3600,0.03,0.03,0.03,0.03,0.0,2023-02-01
077136,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077137,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077138,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077139,100000,10,10000,0.1,0.1,0.1,0.1,0.0,2023-02-01
07713P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077140,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077141,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077142,208000,6,54530,0.26,0.28,0.26,0.27,-0.04,2023-02-01
077143,218000,10,84700,0.4,0.48,0.37,0.48,0.01,2023-02-01
077144,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077145,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077147,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07714P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077154,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077155,9000,2,470,0.03,0.07,0.03,0.07,0.0,2023-02-01
077157,81000,5,109010,1.34,1.36,1.31,1.31,-0.06,2023-02-01
07715P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077162,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07716P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077174,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077178,6000,2,540,0.09,0.09,0.09,0.09,0.0,2023-02-01
077179,25000,1,16000,0.64,0.64,0.64,0.64,0.0,2023-02-01
07717P,4000,3,1200,0.29,0.31,0.29,0.31,0.02,2023-02-01
077180,26000,1,19760,0.76,0.76,0.76,0.76,0.05,2023-02-01
077182,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077183,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077184,27000,5,4660,0.21,0.21,0.17,0.19,0.0,2023-02-01
077186,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077187,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077188,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077189,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077190,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077193,25000,1,22500,0.9,0.9,0.9,0.9,0.14,2023-02-01
077195,26000,2,2340,0.09,0.09,0.09,0.09,0.01,2023-02-01
077196,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077197,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077207,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077208,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077209,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07720P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077210,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077212,85000,4,25500,0.27,0.36,0.27,0.36,0.16,2023-02-01
077213,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07721P,21000,3,3380,0.16,0.18,0.16,0.18,-0.02,2023-02-01
077221,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077223,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07722P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07723P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077241,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077248,25000,2,1500,0.06,0.06,0.06,0.06,0.0,2023-02-01
07724P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077250,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077253,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077257,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07725P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07726P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077271,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077272,618000,3,185600,0.3,0.31,0.3,0.31,-0.09,2023-02-01
077273,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077274,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077275,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07727P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077286,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077287,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077288,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077289,394000,41,624610,1.52,1.68,1.47,1.65,0.09,2023-02-01
07728P,93000,4,15810,0.18,0.18,0.16,0.16,-0.08,2023-02-01
077290,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077291,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077292,20000,2,44400,2.21,2.23,2.21,2.23,0.0,2023-02-01
077293,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077294,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077295,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077299,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07729P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077300,110000,3,120600,1.1,1.1,1.09,1.1,0.0,2023-02-01
077303,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077313,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077315,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07731P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077320,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07732P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077338,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077339,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07733P,85000,3,10800,0.12,0.15,0.12,0.15,0.0,2023-02-01
077341,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077343,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077344,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077345,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077346,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077347,780000,8,373000,0.49,0.49,0.44,0.44,0.0,2023-02-01
07734P,49000,1,15190,0.31,0.31,0.31,0.31,0.01,2023-02-01
07735P,105000,6,24500,0.26,0.26,0.19,0.19,0.0,2023-02-01
07736P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077373,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077374,40000,1,1200,0.03,0.03,0.03,0.03,0.01,2023-02-01
077375,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077378,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077379,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07737P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077386,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077387,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077388,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077389,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07738P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077391,30000,3,20300,0.67,0.71,0.67,0.67,-0.07,2023-02-01
077392,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077393,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077394,1000,1,20,0.02,0.02,0.02,0.02,0.0,2023-02-01
077396,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077397,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07739P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077402,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077404,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07740P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077413,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07741P,20000,1,8000,0.4,0.4,0.4,0.4,0.0,2023-02-01
077425,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077426,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07742P,105000,5,62700,0.64,0.64,0.58,0.58,-0.07,2023-02-01
077430,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077431,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077435,6000,1,2100,0.35,0.35,0.35,0.35,0.0,2023-02-01
077436,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077438,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07743P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077442,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077443,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077444,497000,6,39860,0.1,0.1,0.08,0.08,-0.01,2023-02-01
07744P,40000,2,9800,0.24,0.25,0.24,0.25,-0.11,2023-02-01
077454,154000,2,334750,2.15,2.2,2.15,2.2,-0.1,2023-02-01
07745P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077460,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077470,200000,1,26000,0.13,0.13,0.13,0.13,0.0,2023-02-01
077473,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077487,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077488,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07748P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07749P,40000,2,6000,0.15,0.15,0.15,0.15,-0.07,2023-02-01
077502,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077511,170000,17,312400,1.78,2.01,1.72,2.01,0.15,2023-02-01
077513,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077514,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077515,95000,15,64900,0.62,0.73,0.62,0.7,0.08,2023-02-01
077516,20000,1,2800,0.14,0.14,0.14,0.14,0.0,2023-02-01
077517,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077518,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077519,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07751P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077520,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07752P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077530,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077532,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077536,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07753P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077544,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077545,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077546,400000,1,140000,0.35,0.35,0.35,0.35,0.0,2023-02-01
077547,10000,1,3400,0.34,0.34,0.34,0.34,0.02,2023-02-01
077548,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07754P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077559,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07755P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07756P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077570,3000,1,6330,2.11,2.11,2.11,2.11,0.0,2023-02-01
077584,125000,2,15000,0.12,0.12,0.12,0.12,0.0,2023-02-01
077587,75000,5,7300,0.09,0.1,0.09,0.1,0.02,2023-02-01
077588,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077589,277000,8,49320,0.16,0.2,0.16,0.19,0.05,2023-02-01
07758P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077590,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077591,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07759P,7000,1,840,0.12,0.12,0.12,0.12,-0.04,2023-02-01
077600,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077602,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077603,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077605,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077606,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077608,9000,2,4020,0.44,0.45,0.44,0.45,0.0,2023-02-01
07760P,4000,2,5360,1.34,1.34,1.34,1.34,-0.09,2023-02-01
077610,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077611,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077612,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077616,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07761P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077627,120000,3,34200,0.31,0.31,0.28,0.28,-0.07,2023-02-01
077628,3000,2,5460,1.82,1.82,1.82,1.82,0.0,2023-02-01
077629,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077653,5000,1,1850,0.37,0.37,0.37,0.37,0.0,2023-02-01
077657,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077658,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077659,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077662,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077667,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077668,7000,1,19390,2.77,2.77,2.77,2.77,0.0,2023-02-01
077669,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07766P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077670,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077671,12000,4,3350,0.26,0.29,0.26,0.29,0.02,2023-02-01
077672,100000,1,9000,0.09,0.09,0.09,0.09,0.04,2023-02-01
077677,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077678,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07767P,64000,6,57120,0.9,0.9,0.88,0.9,-0.08,2023-02-01
077680,20000,1,1200,0.06,0.06,0.06,0.06,0.0,2023-02-01
07768P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07769P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07770P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077712,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077718,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07771P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077722,20000,6,10000,0.5,0.5,0.5,0.5,0.02,2023-02-01
077727,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077728,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
07772P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077731,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077732,30000,1,5700,0.19,0.19,0.19,0.19,0.0,2023-02-01
077733,1000,1,740,0.74,0.74,0.74,0.74,0.01,2023-02-01
07773P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077741,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
077742,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
