StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
0050,6903171,8921,821124932,119.1,119.45,118.45,119.0,0.7,2023-02-01
0051,29337,190,1584697,53.85,54.15,53.85,54.15,0.45,2023-02-01
0052,457418,494,47849437,105.05,105.3,104.1,105.05,0.85,2023-02-01
0053,25293,1012,1467013,58.05,58.05,57.95,58.0,0.5,2023-02-01
0055,373503,255,8363243,22.43,22.43,22.34,22.4,0.04,2023-02-01
0056,16136394,10764,430082824,26.6,26.68,26.59,26.67,0.13,2023-02-01
0057,6024,886,518775,86.2,86.4,86.0,86.4,0.4,2023-02-01
0061,194914,1014,3878668,20.0,20.0,19.8,19.99,0.03,2023-02-01
006203,5263,821,300663,57.4,57.4,57.2,57.2,0.4,2023-02-01
006204,25184,850,1931902,76.55,76.75,76.55,76.75,0.25,2023-02-01
006205,2215879,782,73921700,33.58,33.59,33.21,33.34,-0.24,2023-02-01
006206,86431,1085,2774340,32.18,32.39,31.89,32.09,-0.12,2023-02-01
006207,319259,23,8364248,26.22,26.35,26.04,26.18,-0.02,2023-02-01
006208,2324732,4054,160014092,68.8,69.1,68.55,68.95,0.35,2023-02-01
00625K,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
00631L,2696879,1557,297143774,110.45,110.65,109.3,110.55,1.25,2023-02-01
00632R,109589195,4854,594109239,5.41,5.45,5.4,5.42,-0.02,2023-02-01
00633L,12847781,2446,560796363,44.17,44.17,43.0,43.62,-0.52,2023-02-01
00634R,944000,98,3959560,4.17,4.23,4.17,4.21,0.03,2023-02-01
00635U,586199,177,14467500,24.67,24.7,24.64,24.66,0.06,2023-02-01
00636,1212911,837,27792170,23.03,23.07,22.77,22.98,-0.05,2023-02-01
00636K,200,2,1526,7.63,7.63,7.63,7.63,-0.03,2023-02-01
00637L,60073943,8798,1034127542,17.37,17.42,16.96,17.22,-0.15,2023-02-01
00638R,426000,83,3742890,8.76,8.84,8.74,8.8,0.04,2023-02-01
00639,892523,219,12346705,13.86,13.91,13.77,13.87,0.04,2023-02-01
00640L,343356,48,10087717,29.42,29.5,29.14,29.14,-0.14,2023-02-01
00641R,407015,67,3848342,9.45,9.51,9.44,9.48,-0.04,2023-02-01
00642U,1887600,824,31600053,16.72,16.77,16.7,16.73,0.3,2023-02-01
00643,374176,66,5958111,15.83,16.0,15.82,15.97,0.15,2023-02-01
00643K,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
00645,59231,1021,1558225,26.43,26.43,26.19,26.25,-0.17,2023-02-01
00646,404241,364,15239410,37.73,37.75,37.67,37.67,0.36,2023-02-01
00647L,142393,79,7769396,54.6,54.65,54.45,54.65,1.3,2023-02-01
00648R,1846000,320,13157670,7.14,7.14,7.12,7.14,-0.08,2023-02-01
00650L,7119190,950,115949159,16.32,16.41,16.06,16.3,0.11,2023-02-01
00651R,1494000,126,11486810,7.71,7.75,7.62,7.68,-0.03,2023-02-01
00652,764267,999,22172464,28.93,29.15,28.93,29.04,0.11,2023-02-01
00653L,957208,326,41161561,42.9,43.25,42.75,43.22,0.99,2023-02-01
00654R,434030,42,3469690,8.02,8.02,7.98,7.98,-0.12,2023-02-01
00655L,2795941,656,86625437,31.26,31.34,30.51,30.99,-0.27,2023-02-01
00656R,384000,18,3023540,7.85,7.93,7.85,7.89,0.03,2023-02-01
00657,103000,5,3357690,32.6,32.6,32.5,32.5,-0.18,2023-02-01
00657K,200,2,2170,10.85,10.85,10.85,10.85,-0.02,2023-02-01
00660,5156,1000,157574,30.7,30.7,30.69,30.69,0.28,2023-02-01
00661,2000,2,69740,34.9,34.9,34.84,34.84,0.0,2023-02-01
00662,1233129,414,57240528,46.56,46.56,46.39,46.39,0.49,2023-02-01
00663L,334000,46,33674150,101.3,101.5,100.55,101.4,1.1,2023-02-01
00664R,6694742,298,41064226,6.13,6.15,6.12,6.12,-0.03,2023-02-01
00665L,20356093,1941,210177174,10.3,10.46,10.17,10.39,0.19,2023-02-01
00666R,412000,58,5441200,13.23,13.32,13.15,13.18,-0.16,2023-02-01
00668,16307,965,603451,37.07,37.11,37.04,37.04,0.3,2023-02-01
00668K,200,2,2470,12.35,12.35,12.35,12.35,0.12,2023-02-01
00669R,9721097,821,75953966,7.82,7.82,7.8,7.82,-0.07,2023-02-01
00670L,3030491,1073,175243868,57.7,58.05,57.65,58.0,1.5,2023-02-01
00671R,14613607,770,88404804,6.05,6.06,6.04,6.05,-0.08,2023-02-01
00673R,16991430,1795,146853849,8.65,8.67,8.62,8.66,-0.14,2023-02-01
00674R,741020,95,9062669,12.23,12.25,12.22,12.23,-0.05,2023-02-01
00675L,1368310,474,60058240,44.07,44.18,43.64,44.13,0.49,2023-02-01
00676R,5444039,250,18369804,3.37,3.38,3.36,3.37,-0.01,2023-02-01
00678,372227,976,9764822,26.35,26.35,26.2,26.2,0.05,2023-02-01
00680L,5288310,747,65620589,12.41,12.44,12.37,12.42,0.11,2023-02-01
00681R,53000,15,931780,17.59,17.62,17.56,17.6,-0.09,2023-02-01
00682U,190620,134,3866427,20.29,20.3,20.27,20.27,-0.07,2023-02-01
00683L,1195543,290,25147450,21.02,21.07,20.95,21.04,-0.04,2023-02-01
00684R,9000,9,145980,16.22,16.22,16.22,16.22,0.05,2023-02-01
00685L,112600,74,4395079,39.08,39.21,38.8,39.12,0.41,2023-02-01
00686R,285000,16,1042540,3.65,3.68,3.65,3.66,-0.01,2023-02-01
00688L,417000,99,5126190,12.27,12.32,12.26,12.29,0.09,2023-02-01
00689R,533000,9,9706020,18.21,18.22,18.21,18.22,-0.09,2023-02-01
00690,252010,654,6829173,27.02,27.39,27.01,27.21,0.2,2023-02-01
00692,1917436,1444,56198481,29.34,29.4,29.21,29.38,0.18,2023-02-01
00693U,108137,28,2941990,27.21,27.27,27.17,27.17,0.01,2023-02-01
00700,348882,953,4932063,14.09,14.22,14.05,14.2,0.11,2023-02-01
00701,1328596,1155,29372029,22.13,22.17,22.07,22.15,0.03,2023-02-01
00702,116354,987,2522828,21.67,21.74,21.67,21.74,0.33,2023-02-01
00703,27986,989,495917,17.67,17.76,17.67,17.75,0.22,2023-02-01
00706L,1256980,204,13224872,10.55,10.55,10.49,10.5,0.0,2023-02-01
00707R,22000,8,513520,23.29,23.38,23.29,23.38,0.0,2023-02-01
00708L,293676,124,8024052,27.34,27.37,27.26,27.29,0.16,2023-02-01
00709,71996,1032,1714779,23.84,23.85,23.81,23.84,0.06,2023-02-01
00710B,198186,77,3511506,17.71,17.73,17.7,17.73,0.01,2023-02-01
00711B,28191,1010,456178,16.2,16.2,16.18,16.2,0.0,2023-02-01
00712,4408835,1484,47963545,10.88,10.92,10.85,10.89,0.19,2023-02-01
00713,4203772,1989,159687426,38.0,38.07,37.94,38.06,0.11,2023-02-01
00714,367041,228,7192736,19.56,19.62,19.56,19.61,0.34,2023-02-01
00715L,14725998,2148,223934439,15.2,15.27,15.14,15.19,0.44,2023-02-01
00717,374360,955,5727434,15.3,15.32,15.27,15.31,0.05,2023-02-01
00728,3477697,843,79797981,22.95,23.0,22.89,22.97,0.0,2023-02-01
00730,287949,266,5215031,17.95,18.16,17.95,18.16,0.22,2023-02-01
00731,1035935,192,56980924,54.9,55.15,54.8,55.1,0.2,2023-02-01
00732,100000,4,4101000,41.01,41.01,41.01,41.01,0.03,2023-02-01
00733,236494,193,8372004,35.29,35.5,35.15,35.34,0.13,2023-02-01
00735,106997,1002,2815436,26.25,26.37,26.25,26.34,0.09,2023-02-01
00736,103397,1003,2083362,20.16,20.2,20.16,20.2,0.09,2023-02-01
00737,87086,934,2313354,26.55,26.61,26.54,26.61,0.51,2023-02-01
00738U,643220,100,15138454,23.53,23.58,23.48,23.58,0.07,2023-02-01
00739,18035,1000,442790,24.73,24.73,24.48,24.53,-0.07,2023-02-01
00752,1914039,664,38945739,20.21,20.45,20.18,20.37,0.19,2023-02-01
00753L,11796858,2041,161281635,13.68,13.81,13.47,13.76,0.22,2023-02-01
00757,644852,436,24581106,38.1,38.21,38.07,38.12,0.6,2023-02-01
00762,139326,144,4658788,33.5,33.5,33.41,33.48,0.46,2023-02-01
00763U,41000,9,1092690,26.65,26.68,26.62,26.67,0.27,2023-02-01
00770,858610,1019,22711012,26.5,26.55,26.39,26.48,0.33,2023-02-01
00771,96576,1032,1654983,17.1,17.17,17.09,17.13,0.15,2023-02-01
00774B,2000,2,81980,40.99,40.99,40.99,40.99,0.04,2023-02-01
00774C,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
00775B,66783,714,2317442,34.7,34.71,34.7,34.71,0.21,2023-02-01
00783,264000,14,5698480,21.57,21.64,21.54,21.62,0.13,2023-02-01
00830,4815948,1833,121783407,25.28,25.33,25.21,25.33,0.45,2023-02-01
00850,418245,564,12747997,30.5,30.55,30.38,30.54,0.17,2023-02-01
00851,21162,990,529264,25.03,25.1,25.03,25.1,0.37,2023-02-01
00852L,363200,112,7182312,19.76,19.8,19.75,19.78,0.32,2023-02-01
00861,842805,316,23548347,27.89,27.98,27.88,27.98,0.35,2023-02-01
00865B,143404,420,5659326,39.55,39.55,39.44,39.48,0.0,2023-02-01
00875,294713,100,7387566,25.1,25.1,25.05,25.05,0.19,2023-02-01
00876,1127064,422,30149224,26.62,26.8,26.6,26.77,0.31,2023-02-01
00878,45945962,19818,778046499,16.95,17.0,16.89,17.0,0.12,2023-02-01
00881,9169667,2667,133961100,14.6,14.65,14.56,14.64,0.11,2023-02-01
00882,9864118,3567,121771866,12.34,12.46,12.29,12.37,0.03,2023-02-01
00885,22310860,4369,264991781,11.89,11.95,11.78,11.81,0.06,2023-02-01
00891,4571048,1665,57578449,12.6,12.65,12.53,12.63,0.1,2023-02-01
00892,4985978,1020,57142614,11.47,11.52,11.41,11.49,0.1,2023-02-01
00893,25534766,5097,326242883,12.76,12.81,12.73,12.8,0.3,2023-02-01
00894,855259,341,10860074,12.66,12.75,12.66,12.75,0.16,2023-02-01
00895,4332478,1072,58725848,13.58,13.58,13.53,13.57,0.24,2023-02-01
00896,1657852,659,23008607,13.9,13.91,13.83,13.91,0.09,2023-02-01
00897,1256860,219,10712647,8.53,8.54,8.51,8.53,0.07,2023-02-01
00898,688960,194,5239217,7.59,7.62,7.59,7.61,0.15,2023-02-01
00899,99074,135,2292108,23.17,23.17,23.06,23.08,0.34,2023-02-01
00900,9537764,3555,105732223,11.04,11.11,11.04,11.1,0.1,2023-02-01
00901,488351,241,6123290,12.54,12.58,12.49,12.57,0.12,2023-02-01
00902,7807156,2063,109166042,13.88,14.05,13.88,13.98,0.16,2023-02-01
00903,5792220,649,52877165,9.17,9.2,9.1,9.13,0.05,2023-02-01
00904,756968,237,8962251,11.86,11.87,11.8,11.85,0.0,2023-02-01
00905,19818431,5330,175798596,9.0,9.0,8.82,8.87,0.0,2023-02-01
00906,18100,12,176859,9.76,9.78,9.76,9.77,0.07,2023-02-01
00907,1074774,728,15931459,14.87,14.87,14.77,14.87,0.01,2023-02-01
00908,932242,111,12971568,13.91,13.94,13.9,13.91,0.03,2023-02-01
00909,885665,225,15241762,17.21,17.23,17.17,17.21,0.31,2023-02-01
00910,309225,50,4942820,15.86,16.0,15.86,15.97,0.17,2023-02-01
00911,154142,13,2483042,15.96,16.14,15.96,16.12,0.25,2023-02-01
00912,810505,232,11864360,14.6,14.68,14.6,14.66,0.1,2023-02-01
00913,12037,14,194670,16.25,16.25,16.16,16.19,0.18,2023-02-01
00915,621771,292,9829519,15.8,15.84,15.75,15.84,0.12,2023-02-01
00916,726851,354,10823753,14.86,14.93,14.85,14.92,0.14,2023-02-01
00917,558908,180,8799381,15.72,15.75,15.72,15.75,0.08,2023-02-01
00918,392968,55,6235359,15.76,15.9,15.76,15.9,0.14,2023-02-01
00919,2324612,874,40405642,17.3,17.44,17.27,17.44,0.22,2023-02-01
00920,1778330,170,29496356,16.56,16.6,16.56,16.59,0.26,2023-02-01
00921,2705059,409,40834106,15.1,15.11,15.07,15.11,0.05,2023-02-01
01001T,44070,11,691750,15.8,15.95,15.4,15.95,0.05,2023-02-01
01002T,1989300,46,35669396,17.94,17.94,17.92,17.93,0.01,2023-02-01
01003T,13000,13,267480,20.6,20.6,20.54,20.54,-0.01,2023-02-01
01004T,51000,8,765280,15.0,15.28,15.0,15.28,0.18,2023-02-01
01007T,765063,15,13666047,17.88,17.88,17.86,17.86,-0.01,2023-02-01
01009T,15000,4,125370,8.36,8.38,8.35,8.38,0.01,2023-02-01
01010T,20130,8,203449,10.11,10.11,10.1,10.1,-0.05,2023-02-01
020000,2000,1,13660,6.83,6.83,6.83,6.83,0.0,2023-02-01
020002,2000,2,28390,14.16,14.23,14.16,14.23,0.0,2023-02-01
020007,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
020011,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
020012,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
020015,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
020016,2000,2,33590,16.78,16.81,16.78,16.81,0.0,2023-02-01
020018,1000,1,15180,15.18,15.18,15.18,15.18,0.13,2023-02-01
020019,1000,1,12550,12.55,12.55,12.55,12.55,0.05,2023-02-01
02001L,60000,8,569720,9.47,9.53,9.47,9.53,0.23,2023-02-01
02001R,10000,3,28900,2.89,2.89,2.89,2.89,-0.01,2023-02-01
02001S,7000,2,35340,5.05,5.05,5.04,5.04,0.02,2023-02-01
020020,47000,14,310630,6.63,6.63,6.6,6.62,0.03,2023-02-01
020022,707000,115,3740700,5.27,5.31,5.27,5.3,0.05,2023-02-01
020028,380000,66,1938290,5.07,5.11,5.07,5.11,0.04,2023-02-01
020029,94000,26,441150,4.68,4.7,4.68,4.69,0.02,2023-02-01
020030,177000,24,728250,4.1,4.13,4.1,4.12,0.04,2023-02-01
020031,338000,26,1294160,3.82,3.85,3.81,3.84,0.04,2023-02-01
020032,62000,27,322010,5.15,5.2,5.15,5.2,0.05,2023-02-01
020034,259000,42,1189570,4.59,4.61,4.57,4.61,0.07,2023-02-01
030001,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030002,657000,10,709040,1.07,1.1,1.05,1.1,0.05,2023-02-01
030003,12000,1,41160,3.43,3.43,3.43,3.43,0.0,2023-02-01
030004,387000,18,1245160,3.15,3.26,3.15,3.26,0.28,2023-02-01
030005,35000,3,36530,1.04,1.07,1.04,1.07,0.17,2023-02-01
030006,70000,6,31250,0.39,0.53,0.39,0.51,0.12,2023-02-01
030007,10000,1,6200,0.62,0.62,0.62,0.62,0.0,2023-02-01
030008,152000,7,68060,0.41,0.55,0.41,0.55,0.12,2023-02-01
030009,181000,10,194020,0.97,1.18,0.93,1.12,0.23,2023-02-01
030010,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030011,294000,4,275480,0.94,0.95,0.92,0.95,0.1,2023-02-01
030012,50000,4,87260,1.51,2.2,1.51,2.2,0.8,2023-02-01
030013,120000,9,101350,0.82,0.92,0.82,0.83,0.01,2023-02-01
030014,67000,6,188400,2.78,2.89,2.75,2.81,0.12,2023-02-01
030015,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030016,45000,2,63450,1.41,1.41,1.41,1.41,0.04,2023-02-01
030017,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030018,41000,2,33800,0.82,0.84,0.82,0.84,0.01,2023-02-01
030019,475000,9,82790,0.17,0.18,0.17,0.17,0.04,2023-02-01
03001P,129000,6,7550,0.05,0.06,0.05,0.05,-0.01,2023-02-01
03001U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030020,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030021,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030022,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030023,272000,23,1107430,4.22,4.23,3.9,4.03,0.11,2023-02-01
030024,281000,14,960730,3.52,3.52,3.23,3.32,0.11,2023-02-01
030025,1628000,42,3607470,2.17,2.29,2.01,2.29,0.04,2023-02-01
030026,908000,13,927480,0.98,1.1,0.91,1.07,0.0,2023-02-01
030027,346000,23,527370,1.4,1.71,1.4,1.71,0.25,2023-02-01
030028,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030029,547000,10,1611070,3.03,3.03,2.77,2.94,-0.04,2023-02-01
03002P,63000,2,22000,0.35,0.35,0.34,0.34,-0.03,2023-02-01
03002U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030030,18000,3,12100,0.67,0.7,0.66,0.7,0.05,2023-02-01
030031,295000,10,182520,0.6,0.67,0.59,0.65,0.08,2023-02-01
030032,157000,8,117130,0.72,0.76,0.71,0.76,0.07,2023-02-01
030033,18000,3,18170,1.0,1.02,0.99,1.02,0.02,2023-02-01
030034,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030035,8000,3,1850,0.24,0.24,0.23,0.23,0.01,2023-02-01
030036,70000,3,40800,0.58,0.59,0.58,0.59,-0.04,2023-02-01
030037,276000,8,94590,0.34,0.35,0.34,0.34,-0.01,2023-02-01
030038,205000,5,485900,2.38,2.38,2.36,2.38,0.0,2023-02-01
030039,2000,2,2180,1.1,1.1,1.08,1.08,0.0,2023-02-01
03003P,3000,2,900,0.3,0.3,0.3,0.3,-0.04,2023-02-01
03003U,2000,1,2840,1.42,1.42,1.42,1.42,-0.06,2023-02-01
030040,54000,7,546400,9.85,10.5,9.85,10.5,0.85,2023-02-01
030041,103000,10,124220,1.22,1.22,1.19,1.19,0.0,2023-02-01
030042,119000,4,148780,1.25,1.28,1.25,1.28,0.02,2023-02-01
030043,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030044,578000,34,1998870,3.52,3.54,3.4,3.45,0.07,2023-02-01
030045,439000,13,1342030,3.15,3.15,3.04,3.06,0.03,2023-02-01
030046,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030047,5000,1,4400,0.88,0.88,0.88,0.88,0.0,2023-02-01
030048,70000,3,131500,1.91,1.91,1.87,1.87,0.18,2023-02-01
030049,304000,15,581730,1.94,1.95,1.89,1.89,-0.04,2023-02-01
03004P,13000,2,5230,0.41,0.41,0.4,0.4,-0.05,2023-02-01
03004U,4000,1,2600,0.65,0.65,0.65,0.65,-0.05,2023-02-01
030050,1117000,20,1156060,1.03,1.2,1.0,1.04,0.04,2023-02-01
030051,1000,1,1010,1.01,1.01,1.01,1.01,0.07,2023-02-01
030052,272000,23,355020,1.23,1.36,1.23,1.36,0.17,2023-02-01
030053,214000,7,217830,0.96,1.08,0.94,1.08,0.07,2023-02-01
030054,149000,2,154970,1.04,1.05,1.04,1.05,0.0,2023-02-01
030055,26000,9,63600,2.39,2.58,2.35,2.35,-0.32,2023-02-01
030056,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030057,47000,6,70510,1.46,1.6,1.42,1.6,0.2,2023-02-01
030058,885000,44,1585130,1.77,1.88,1.69,1.8,0.02,2023-02-01
030059,21000,2,22260,1.06,1.06,1.06,1.06,0.07,2023-02-01
03005P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
03005U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
03005X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030060,2000,2,20200,10.1,10.1,10.1,10.1,1.7,2023-02-01
030061,16000,3,14680,0.81,1.1,0.81,1.08,0.28,2023-02-01
030062,19000,6,46610,2.48,2.55,2.4,2.41,0.11,2023-02-01
030063,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030064,196000,12,231120,1.17,1.24,1.16,1.16,0.1,2023-02-01
030065,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030066,89000,11,98060,1.18,1.18,1.08,1.08,-0.05,2023-02-01
030067,71000,1,77390,1.09,1.09,1.09,1.09,-0.03,2023-02-01
030068,950000,50,1183390,1.2,1.33,1.2,1.29,0.16,2023-02-01
030069,496000,16,346350,0.7,0.72,0.67,0.71,0.01,2023-02-01
03006P,164000,7,150680,0.9,0.92,0.9,0.92,-0.09,2023-02-01
03006U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
03006X,2000,1,145000,72.5,72.5,72.5,72.5,-1.0,2023-02-01
030070,663000,32,312250,0.44,0.49,0.44,0.47,0.07,2023-02-01
030071,44000,10,28820,0.64,0.68,0.62,0.62,0.05,2023-02-01
030072,269000,5,228720,0.85,0.86,0.85,0.85,0.04,2023-02-01
030073,32000,5,39840,1.31,1.31,1.21,1.21,0.07,2023-02-01
030074,271000,7,142400,0.47,0.54,0.47,0.54,0.07,2023-02-01
030075,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030076,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030077,220000,4,176130,0.71,0.84,0.71,0.84,0.19,2023-02-01
030078,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030079,540000,5,460280,0.91,0.91,0.83,0.84,0.13,2023-02-01
03007P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
03007U,61000,4,72800,1.18,1.2,1.18,1.2,-0.02,2023-02-01
03007X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030080,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030081,26000,5,58890,2.26,2.4,2.24,2.4,0.09,2023-02-01
030082,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030083,121000,4,109910,0.91,0.91,0.9,0.91,0.0,2023-02-01
030084,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030085,88000,7,55400,0.63,0.64,0.62,0.64,0.0,2023-02-01
030086,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030087,163000,11,520760,3.22,3.22,2.86,2.9,-0.46,2023-02-01
030088,20000,6,10520,0.53,0.53,0.5,0.5,-0.05,2023-02-01
030089,38000,3,66960,1.78,1.78,1.76,1.76,0.09,2023-02-01
03008P,1150000,24,68560,0.05,0.06,0.05,0.06,-0.02,2023-02-01
03008U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030090,216000,16,114990,0.51,0.57,0.51,0.57,0.12,2023-02-01
030091,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030092,690000,8,566340,0.77,0.83,0.75,0.82,0.09,2023-02-01
030093,385000,10,212060,0.54,0.6,0.53,0.54,0.08,2023-02-01
030094,20000,2,13800,0.69,0.69,0.69,0.69,0.0,2023-02-01
030095,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030096,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030097,20000,1,9200,0.46,0.46,0.46,0.46,0.0,2023-02-01
030098,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030099,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
03009P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
03009U,8000,2,6080,0.76,0.76,0.76,0.76,-0.03,2023-02-01
030100,105000,2,326000,3.4,3.4,3.09,3.09,0.0,2023-02-01
030101,59000,4,116380,1.97,2.0,1.97,2.0,0.06,2023-02-01
030102,33000,2,48470,1.44,1.49,1.44,1.49,0.0,2023-02-01
030103,78000,8,250970,3.34,3.34,3.07,3.32,-0.06,2023-02-01
030104,175000,26,282160,1.67,1.69,1.56,1.63,0.05,2023-02-01
030105,30000,6,45840,1.57,1.57,1.47,1.51,0.06,2023-02-01
030106,4000,1,8280,2.07,2.07,2.07,2.07,0.11,2023-02-01
030107,7000,1,4830,0.69,0.69,0.69,0.69,0.0,2023-02-01
030108,218000,8,328000,1.53,1.53,1.46,1.52,0.02,2023-02-01
030109,562000,18,553230,0.93,1.04,0.93,1.01,0.13,2023-02-01
03010P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
03010U,20000,1,13200,0.66,0.66,0.66,0.66,-0.07,2023-02-01
03010X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030110,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030111,6000,2,23410,3.96,3.96,3.61,3.61,0.07,2023-02-01
030112,88000,10,55450,0.57,0.67,0.57,0.67,0.13,2023-02-01
030113,2000,1,4260,2.13,2.13,2.13,2.13,0.0,2023-02-01
030114,6000,4,13240,2.16,2.32,2.15,2.32,0.28,2023-02-01
030115,10000,1,23400,2.34,2.34,2.34,2.34,0.13,2023-02-01
030116,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030117,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030118,57000,7,129050,2.31,2.31,2.21,2.25,-0.12,2023-02-01
030119,12000,3,9930,0.79,0.84,0.79,0.84,-0.02,2023-02-01
03011P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
03011U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030120,95000,6,333050,3.55,3.55,3.4,3.5,-0.08,2023-02-01
030121,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030122,79000,10,25600,0.28,0.34,0.28,0.34,0.06,2023-02-01
030123,838000,7,323920,0.38,0.4,0.38,0.39,0.03,2023-02-01
030124,951000,21,1064600,1.22,1.22,1.07,1.09,-0.13,2023-02-01
030125,306000,19,247540,0.83,0.86,0.72,0.8,0.06,2023-02-01
030126,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030127,92000,6,263480,2.88,2.9,2.64,2.64,-0.35,2023-02-01
030128,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030129,5000,1,41750,8.35,8.35,8.35,8.35,0.85,2023-02-01
03012P,100000,1,7000,0.07,0.07,0.07,0.07,0.0,2023-02-01
03012U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
03012X,49000,9,803500,16.3,16.5,16.3,16.5,0.4,2023-02-01
030130,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030131,260000,4,132600,0.43,0.55,0.43,0.55,0.15,2023-02-01
030132,20000,2,9900,0.47,0.52,0.47,0.52,0.07,2023-02-01
030133,136000,3,167340,1.23,1.29,1.23,1.29,0.06,2023-02-01
030134,10000,1,23000,2.3,2.3,2.3,2.3,0.0,2023-02-01
030135,54000,5,92480,1.74,1.74,1.67,1.67,0.0,2023-02-01
030136,67000,10,113700,1.73,1.73,1.67,1.7,0.03,2023-02-01
030137,15000,3,25550,1.73,1.73,1.69,1.69,-0.03,2023-02-01
030138,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030139,160000,5,292800,1.85,1.85,1.81,1.81,-0.02,2023-02-01
03013P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
03013U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
03013X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030140,46000,2,51060,1.11,1.11,1.11,1.11,0.07,2023-02-01
030141,35000,7,20010,0.54,0.63,0.54,0.63,0.11,2023-02-01
030142,5000,1,4250,0.85,0.85,0.85,0.85,-0.05,2023-02-01
030143,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-02-01
030144,378000,9,354750,0.97,1.14,0.93,1.12,0.23,2023-02-01
030145,285000,18,332350,1.12,1.18,1.12,1.16,0.09,2023-02-01
030146,112000,5,99920,0.95,0.95,0.89,0.89,-0.01,2023-02-01
030147,37000,4,64070,1.72,1.74,1.71,1.71,0.03,2023-02-01
030148,15000,3,34400,2.22,2.33,2.22,2.33,0.18,2023-02-01
030149,28000,7,68570,2.58,2.58,2.4,2.44,0.09,2023-02-01
03014P,310000,21,71440,0.2,0.28,0.2,0.24,-0.05,2023-02-01
